'a'bi'ke'tang 阿比可糖
'ping'jing'hu'xi 平静呼吸
'ping'jun'can'ji'fen'zi'liang 平均残基分子量
'ping'jun'can'ji'tuo'yuan'lv 平均残基椭圆率
'ping'jun'can'ji'xuan'guang'lv 平均残基旋光率
'ping'jun'di'he'chang'shu 平均缔合常数
'ping'jun'pai'niao 平均排尿
'ping'jun'zeng'dai'shi'jian 平均增代时间
'ping'jun'zhi'liu'shi'jian 平均滞留时间
'ping'jun'zi'you'lu'cheng 平均自由路程
'ping'mian'dao'ban 平面导板
'ping'mian'pian'zhen'guang 平面偏振光
'ping'min 平皿
'ping'pang'ji'zhi 乒乓机制
'ping'po'que'suan 苹婆炔酸
'ping'po'suan 苹婆酸
'ping'xing'jin'hua 平行进化
'ping'xing'lian'hui 平行联会
'ping'xing'luo'xuan 平行螺旋
'ping'xing'shi'yan 平行试验
'ping'xing'tong'bu'de 平行同步地
'ping'xing'tu'bian 平行突变
'ping'xing'xian'wei 平行纤维
'ping'xing'xing 平行性
'ping'xing'yan'hua 平行演化
'ping'zhang'lv'qi 屏障滤器
'ping'zheng'mo'duan 平整末端
'ping'zheng'qie'duan 平整切断
'ping'zhi'wai'fan'zu 平跖外翻足
'ping'zhuang'he 屏状核
'ping'zhuang'peng'da'jun'si 瓶状膨大菌丝
'ping'zhuang'ti 瓶状体
'ping'zhuang'ye 瓶状叶
'ping'zi'cao'mu 瓶子草目
'ping'zu'hai'shen 平足海渗
'po'gu'xi'bao 破骨细胞
'po'gu'xi'bao'liu 破骨细胞瘤
'po'gu'xi'bao'qiang'xi 破骨细胞腔隙
'po'guan'qi 破冠器
'po'huai'xi'bao'zuo'yong 破坏细胞作用
'po'huai'xue'xi'bao'ji 破坏血细胞剂
'po'lie'xing'chu'xie 破裂性出血
'po'lie'xu'lie'zheng 破裂序列征
'po'lie'zuo'yong 破裂作用
'po'luan'chi 破卵齿
'po'luan'qi 破卵器
'po'mo'shi'ji 破膜试剂
'po'ni'song 泼尼松
'po'ruan'gu'xi'bao 破软骨细胞
'po'shang'feng'du'su 破伤风毒素
'po'sheng'xing'cheng 破生形成
'po'xi'yin'zi 泼西因子
'po'ya'gu'zhi'xi'bao 破牙骨质细胞
'po'ya'xi'bao 破牙细胞
'po'ya'zhi'xi'bao 破牙质细胞
'po'zhe'xi'bao 破折细胞
'pou'fu'qu'chu'nei'zang 剖腹取出内脏
'pou'fu'shou'shu 剖腹手术
'pou'fu'shu 剖腹术
'pou'mian'yang'tiao 剖面样条
'pou'yao'tan'cha'shu 剖腰探查术
'pu'an'xian'an'ji'suan'er'tai'mei 脯氨酰氨基酸二肽酶
'pu'an'xian'ji 脯氨酰基
'pu'an'xian'shun'fan'shi'yi'gou'mei 脯氨酰顺反式异构酶
'pu'bian'xing'zhuan'dao 普遍性转导
'pu'dai'fen'xi 谱带分析
'pu'de'la'ke'zong'he'zheng 普德拉克综合征
'pu'di'zhi'wu 铺地植物
'pu'er'tang 葡二糖
'pu'fen'nan'shi'di'er'qie'kou 普芬南施蒂尔切口
'pu'fu'jing 匍匐茎
'pu'fu'jun'si 匍匐菌丝
'pu'fu'zhi 匍匐枝
'pu'fu'zhi'de'chan'sheng 匍匐枝的产生
'pu'fu'zhi'wu 匍匐植物
'pu'fu'zhuang'jing 匍匐状茎
'pu'gan'lu'ju'tang 葡甘露聚糖
'pu'geng'tang 葡庚糖
'pu'geng'tang'kang'huai'xue'suan 葡庚糖抗坏血酸
'pu'gong'ying'huang'zhi 蒲公英黄质
'pu'hua 蹼化
'pu'ju'tang 葡聚糖
'pu'ju'tang'liu'suan'zhi 葡聚糖硫酸酯
'pu'ju'tang'mei 葡聚糖酶
'pu'ju'tang'ning'jiao 葡聚糖凝胶
'pu'ju'tang'zhe'tang'mei 葡聚糖蔗糖酶
'pu'ju'tang'zhuan'tang'gan'ji'mei 葡聚糖转糖苷基酶
'pu'ken'ye'xi'bao 蒲肯野细胞
'pu'ken'ye'xian'wei 蒲肯野纤维
'pu'lei'li'qun'luo 普雷里群落
'pu'lu'ka'yin 普鲁卡因
'pu'lu'mei'su 普鲁霉素
'pu'lu'mo 普卢默
'pu'man'pei'yang 铺满培养
'pu'mei 铺没
'pu'nue'kui'lin 扑疟喹啉
'pu'tang'an 葡糖胺
'pu'tang'an'chun 葡糖胺醇
'pu'tang'ben'gan'suan 葡糖苯苷酸
'pu'tang'ben'zong 葡糖苯腙
'pu'tang'chun 葡糖醇
'pu'tang'dian'fen'mei 葡糖淀粉酶
'pu'tang'er'suan 葡糖二酸
'pu'tang'er'suan'dan'nei'zhi 葡糖二酸单内酯
'pu'tang'gan 葡糖苷
'pu'tang'gan'ji 葡糖苷基
'pu'tang'gan'ji'hua'zuo'yong 葡糖苷基化作用
'pu'tang'gan'ji'zhuan'yi'mei 葡糖苷基转移酶
'pu'tang'gan'mei 葡糖苷酶
'pu'tang'gan'pei'ji 葡糖苷配基
'pu'tang'gan'shen'jing'xian'an 葡糖苷神经酰胺
'pu'tang'gan'shen'jing'xian'an'mei 葡糖苷神经酰胺酶
'pu'tang'gan'shou'qi 葡糖感受器
'pu'tang'gan'suan 葡糖苷酸
'pu'tang'gan'suan'ji 葡糖苷酸基
'pu'tang'gan'suan'mei 葡糖苷酸酶
'pu'tang'gan'suan'yan 葡糖苷酸盐
'pu'tang'gan'you'zhi 葡糖甘油脂
'pu'tang'gan'zhi'xian'qiao'an'chun 葡糖苷脂酰鞘氨醇
'pu'tang'ji 葡糖基
'pu'tang'ji'en'tong 葡糖基蒽酮
'pu'tang'ji'guo'tang 葡糖基果糖
'pu'tang'ji'mai'ya'tang 葡糖基麦芽糖
'pu'tang'ji'mei 葡糖激酶
'pu'tang'ji'yi'mai'ya'tang 葡糖基异麦芽糖
'pu'tang'ji'zhuan'yi'mei 葡糖基转移酶
'pu'tang'lei'si'wu 葡糖类似物
'pu'tang'lin'suan'bian'wei'mei 葡糖磷酸变位酶
'pu'tang'lin'suan'mei 葡糖磷酸酶
'pu'tang'lin'suan'yi'gou'mei 葡糖磷酸异构酶
'pu'tang'lin'suan'zhi'mei 葡糖磷酸酯酶
'pu'tang'liu'gan'mei 葡糖硫苷酶
'pu'tang'nai'liang 葡糖耐量
'pu'tang'nai'liang'shi'yan 葡糖耐量试验
'pu'tang'nao'gan'zhi 葡糖脑苷脂
'pu'tang'nao'gan'zhi'mei 葡糖脑苷脂酶
'pu'tang'nao'gan'zhi'mei'que'fa'zheng 葡糖脑苷脂酶缺乏症
'pu'tang'niao 葡糖尿
'pu'tang'qiao'an'chun 葡糖鞘氨醇
'pu'tang'quan'suan 葡糖醛酸
'pu'tang'quan'suan'ji 葡糖醛酸基
'pu'tang'quan'suan'ji'zhuan'yi'mei 葡糖醛酸基转移酶
'pu'tang'quan'suan'mei 葡糖醛酸酶
'pu'tang'quan'suan'nei'zhi 葡糖醛酸内酯
'pu'tang'quan'suan'shen'jing'xian'an 葡糖醛酸神经酰胺
'pu'tang'quan'suan'zhi 葡糖醛酸酯
'pu'tang'quan'suan'zhi'xian'qiao'an'chun 葡糖醛酸脂酰鞘氨醇
'pu'tang'quan'tong 葡糖醛酮
'pu'tang'quan'xian'an 葡糖醛酰胺
'pu'tang'sa 葡糖脎
'pu'tang'san'lv'yi 葡糖三氯乙
'pu'tang'shan'li'tang'gan 葡糖山梨糖苷
'pu'tang'sheng'cheng 葡糖生成
'pu'tang'sheng'cheng'zuo'yong 葡糖生成作用
'pu'tang'suan 葡糖酸
'pu'tang'suan'bing'tong 葡糖酸丙酮
'pu'tang'suan'gao'tie'yan 葡糖酸高铁盐
'pu'tang'suan'ji'mei 葡糖酸激酶
'pu'tang'suan'lin'suan'tuo'qing'mei 葡糖酸磷酸脱氢酶
'pu'tang'suan'nei'zhi 葡糖酸内酯
'pu'tang'suan'nei'zhi'mei 葡糖酸内酯酶
'pu'tang'suan'yan 葡糖酸盐
'pu'tang'tang'hua'mei 葡糖糖化酶
'pu'tang'tong'suan 葡糖酮酸
'pu'tang'tuo'qing'mei 葡糖脱氢酶
'pu'tang'xiao'ying 葡糖效应
'pu'tang'xin'sheng 葡糖新生
'pu'tang'xing'kang'huai'xue'suan 葡糖型抗坏血酸
'pu'tang'yang 葡糖氧
'pu'tang'yang'hua'mei 葡糖氧化酶
'pu'tang'yang'ji 葡糖氧基
'pu'tang'yi'gou'mei 葡糖异构酶
'pu'tang'yi'sheng 葡糖异生
'pu'tang'yi'sheng'zuo'yong 葡糖异生作用
'pu'tang'yin'duo'gan'suan 葡糖吲哚苷酸
'pu'tao'chuan'zhuang 葡萄串状
'pu'tao'chuan'zhuang'fen'sheng'bao'zi'geng 葡萄串状分生孢子梗
'pu'tao'qiu'jun 葡萄球菌
'pu'tao'qiu'jun'ji'mei 葡萄球菌激酶
'pu'tao'qiu'jun'rong'xue'su 葡萄球菌溶血素
'pu'tao'tang'dang'liang 葡萄糖当量
'pu'tao'tang'du'quan 葡萄糖毒醛
'pu'tao'tang'gan 葡萄糖苷
'pu'tao'tang'jian 葡萄糖碱
'pu'tao'tang'jiang 葡萄糖浆
'pu'tao'tang'quan'suan 葡萄糖醛酸
'pu'tao'tang'sa 葡萄糖脎
'pu'tao'tang'shou'ti 葡萄糖受体
'pu'tao'tang'xiao'ying 葡萄糖效应
'pu'tao'tang'yang'hua'mei 葡萄糖氧化酶
'pu'tao'tang'yi'gou'hua 葡萄糖异构化
'pu'tao'tang'yi'gou'mei 葡萄糖异构酶
'pu'tao'tang'zu'e 葡萄糖阻遏
'pu'tao'zhuang'rou'liu 葡萄状肉瘤
'pu'tong'bing'du 普通病毒
'pu'tong'wai'ke'xue 普通外科学
'pu'tong'yi'chuan'xue 普通遗传学
'pu'tu 普秃
'pu'xi'ce'yan 谱系测验
'pu'xi'fan'zhi 谱系繁殖
'pu'xi'xuan'ze 谱系选择
'pu'yi 谱仪
'pu'yi'ji 扑翼机
'pu'zhan'yin'zi 铺展因子
'pu'zhi 蹼趾
'pu'zhi 蹼指
'pu'zhuang'ban'hen 蹼状瘢痕
'pu'zhuang'jing 蹼状颈
'pu'zhuang'yin'jing 蹼状阴茎
'pu'zu 蹼足
'qi'ao 脐凹
'qi'ban 旗瓣
'qi'bao'gan'jun'su 气孢杆菌素
'qi'bao'jun'su 气孢菌素
'qi'bao'zi 器孢子
'qi'bei'ti 七倍体
'qi'bei'ti 奇倍体
'qi'bo'dian 起搏点
'qi'bo'fan'ying 起搏反应
'qi'bo'shen'jing'yuan 起搏神经元
'qi'bu'chong'jia 气步虫甲
'qi'cao 蛴螬
'qi'cao'xing 蛴螬型
'qi'chang'lou 脐肠瘘
'qi'che'shi'gu'yi'xue 汽车事故医学
'qi'dao'zu'se 气道阻塞
'qi'dian 脐点
'qi'ding'ji 歧顶极
'qi'dong'bu'wei 起动部位
'qi'dong'ji'yin 启动基因
'qi'dong'mi'ma'zi 起动密码子
'qi'dong'qu'pi'ji 气动取皮机
'qi'dong'wu 启动物
'qi'dong'zi 启动子
'qi'dong'zi'bu'wei 启动子部位
'qi'dong'zi'huo'xing 启动子活性
'qi'dong'zi'jian'xiao'tu'bian 启动子减效突变
'qi'dong'zi'xu'lie 启动子序列
'qi'dong'zi'zeng'xiao'tu'bian 启动子增效突变
'qi'dou 气窦
'qi'dun'guo'chun'suan 齐墩果醇酸
'qi'dun'guo'tang 齐墩果糖
'qi'dun'guo'tong'suan 齐墩果酮酸
'qi'dun'guo'wan 齐墩果烷
'qi'er'cha'fen 漆儿茶酚
'qi'fa'wu 启发物
'qi'fen'sheng'bao'zi 器分生孢子
'qi'fu 气腹
'qi'fu'mi 七氟醚
'qi'gen 气根
'qi'guan'bao'cun 器官保存
'qi'guan'cha'ming'guan 气管叉鸣管
'qi'guan'chong'jian'shu 气管重建术
'qi'guan'cu'yi'zhi 器官簇移植
'qi'guan'dao'guan 气管导管
'qi'guan'fa'sheng 器官发生
'qi'guan'guan'zhu 器官灌注
'qi'guan'kai'chuang'shu 气管开窗术
'qi'guan'liao'fa 器官疗法
'qi'guan'nei'cha'guan 气管内插管
'qi'guan'nei'jing'lu 气管内径路
'qi'guan'nei'ma'zui 气管内麻醉
'qi'guan'nian'ye'biao'pi'yang'ai 气管粘液表皮样癌
'qi'guan'pei'yang 器官培养
'qi'guan'qi'shi 气管憩室
'qi'guan'qiang'nei 气管腔内
'qi'guan'qie'chu'ji'chong'jian'shu 气管切除及重建术
'qi'guan'qie'qu 器官切取
'qi'guan'rong'he 器官融合
'qi'guan'ruan'hua 气管软化
'qi'guan'sai 气管鳃
'qi'guan'sheng'li'xue 器官生理学
'qi'guan'shi'guan'lou 气管食管瘘
'qi'guan'te'yi'xing 器官特异性
'qi'guan'te'yi'xing'kang'yuan 器官特异性抗原
'qi'guan'ti'ji'ce'liang'qi 器官体积测量器
'qi'guan'ti'ji'miao'ji'qi 器官体积描记器
'qi'guan'wai'ceng 气管外层
'qi'guan'wu'ming'dong'mai'lou 气管无名动脉瘘
'qi'guan'xia'zhai 气管狭窄
'qi'guan'xian'yang'nang'xing'ai 气管腺样囊性癌
'qi'guan'xing'cheng 器官形成
'qi'guan'xing'pei'yang 器官型培养
'qi'guan'xiu'zhuang'quan'fei'qie'chu'shu 气管袖状全肺切除术
'qi'guan'xue 器官学
'qi'guan'yi'zhi 器官移植
'qi'guan'zao'kou'shu 气管造口术
'qi'guan'zhi'qi'guan'suo'zhai 气管支气管缩窄
'qi'guan'zhuan'yi'xing 器官专一性
'qi'guan'zhuan'you'zi'shen'kang'ti 器官专有自身抗体
'qi'hou'liao'fa 气候疗法
'qi'hou'shi 气候室
'qi'hou'xing 气候型
'qi'hou'yan'ti'xi'lie 气候演替系列
'qi'hua'mei 岐化酶
'qi'hua'mei 歧化酶
'qi'hua'zuo'yong 歧化作用
'qi'huai'ju 气坏疽
'qi'ji 鳍基
'qi'ji 栖肌
'qi'ji'ruan'gu 鳍基软骨
'qi'ji'tiao 鳍基条
'qi'jia'suan 芪甲酸
'qi'jiao 鳍脚
'qi'jiao'lei'dong'wu 鳍脚类动物
'qi'jing'mai 脐静脉
'qi'jing'mai'yuan'li 奇静脉原理
'qi'ke'ma'ning'jian 奇科马宁碱
'qi'kong'xia'qiang 气孔下腔
'qi'lang'dan'shang 气浪弹伤
'qi'liang'ji 气量计
'qi'liu'jian'kong'yi 气流监控仪
'qi'liu'xian'shi'qi 气流显示器
'qi'liu'xing'tai 气流型态
'qi'mei 漆酶
'qi'mei'su'zuo'yong 奇霉素作用
'qi'men'ban 气门斑
'qi'men'ban 气门板
'qi'men'chun'ban 气门唇瓣
'qi'men'gou 气门沟
'qi'men'lie 气门裂
'qi'men'lie'pi 气门裂蜱
'qi'men'pian 气门片
'qi'men'qu 气门区
'qi'men'zhu 气门柱
'qi'mu'lei'niao 栖木类鸟
'qi'nei'shou'jing 器内受精
'qi'niao'guan 脐尿管
'qi'niao'guan'ai 脐尿管癌
'qi'niao'guan'dou'dao 脐尿管窦道
'qi'niao'guan'fang'xian'jun'bing 脐尿管放线菌病
'qi'niao'guan'ji'bing 脐尿管疾病
'qi'niao'guan'jie'he 脐尿管结核
'qi'niao'guan'lou 脐尿管瘘
'qi'niao'guan'nang'zhong 脐尿管囊肿
'qi'niao'guan'qi'shi 脐尿管憩室
'qi'niao'guan'wei'bi 脐尿管未闭
'qi'niao'guan'xian'ai 脐尿管腺癌
'qi'niao'guan'zhong'liu 脐尿管肿瘤
'qi'nong'zhong 脐脓肿
'qi'pan'hua'sheng'jian 棋盘花生碱
'qi'pao 起疱
'qi'pao'dian'shi'yan 气泡点试验
'qi'pao'fa'jiao 起泡发酵
'qi'pao'ji 起疱剂
'qi'pao'jian'ce'qi 气泡监测器
'qi'peng'chu 脐膨出
'qi'pian'zhen'jing 起偏振镜
'qi'qiang 气腔
'qi'qiu 鲯鳅
'qi'qiu'yang'bian'xing 气球样变性
'qi'qiu'zhuang'xi'bao'zhi 气球状细胞痣
'qi'sai'man 七鳃鳗
'qi'san 歧散
'qi'shan 脐疝
'qi'sheng 气升
'qi'sheng'bian'tai 气生变态
'qi'sheng'gen 气生根
'qi'sheng'jun'si 气生菌丝
'qi'sheng'shi'fa'jiao 气升式发酵
'qi'sheng'shi'sheng'wu'fan'ying'qi 气升式生物反应器
'qi'sheng'zhi'wu 气生植物
'qi'sheng'zhuang'zhi 气升装置
'qi'shi 鳍式
'qi'shi 憩室
'qi'shi'bing 憩室病
'qi'shi'fa'fen 起始罚分
'qi'shi'fen'zi 起始分子
'qi'shi'fu'he'wu 起始复合物
'qi'shi'huan 气室环
'qi'shi'liang 起始量
'qi'shi'mi'ma'zi 起始密码子
'qi'shi'pei'yang'wu 起始培养物
'qi'shi'qi 奇氏器
'qi'shi'qian'fu'he'wu 起始前复合物
'qi'shi'qian'shen'zhan 起始前伸展
'qi'shi'qie'chu'shu 憩室切除术
'qi'shi'qu 起始区
'qi'shi'shan 憩室疝
'qi'shi'wei'dian 起始位点
'qi'shi'wu 起始物
'qi'shi'xu'lie 起始序列
'qi'shi'yan 憩室炎
'qi'shi'yin'zi 起始因子
'qi'shu 槭树
'qi'shu'huang'tong 漆树黄酮
'qi'shu'lin 槭树林
'qi'shu'pi'yan 漆树皮炎
'qi'shu'shu'zhi'wu 漆树属植物
'qi'shu'suan 漆树酸
'qi'shui'yu 气水浴
'qi'suo'wu'he'xi'bao 气锁无核细胞
'qi'tang'niao'bing 槭糖尿病
'qi'ti'bi'zhong'ji 气体比重计
'qi'ti'chan'huo 气体掺和
'qi'ti'fang'dian'qu 气体放电区
'qi'ti'jiao'huan 气体交换
'qi'ti'lei 奇蹄类
'qi'ti'liu'chuang'fan'ying'qi 气体流床反应器
'qi'ti'lv'qi 气体滤器
'qi'ti'ma'zui'yao 气体麻醉药
'qi'ti'wei'shuan 气体微栓
'qi'ti'xi'shou'xi'shu 气体吸收系数
'qi'ti'xi'shou'ya'li'jie'cha 气体吸收压力阶差
'qi'ti'ya'qiang'dan'wei 气体压强单位
'qi'ti'zai'ti 气体载体
'qi'ti'zhong'du 气体中毒
'qi'tiao 鳍条
'qi'tiao'ji'gu 鳍条基骨
'qi'tong 芑酮
'qi'wai'he'cheng 期外合成
'qi'wai'shou'suo 期外收缩
'qi'wo'lun'ji 气涡轮机
'qi'xi'ping 气洗瓶
'qi'xi'rou 脐息肉
'qi'xian 脐腺
'qi'xian 鳍腺
'qi'xiang'ceng'xi 气相层析
'qi'xiang'ceng'xi'fa 气相层析法
'qi'xiang'ceng'xi'pu 气相层析谱
'qi'xiang'xu'lie'yi 气相序列仪
'qi'xiang'zhuan'yi'xing 期相专一性
'qi'xiang'zi'dong'ji'lu'qi 气象自动记录器
'qi'xing'huai'ju 气性坏疽
'qi'xing'pang'guang'yan 气性膀胱炎
'qi'xing'shen'yu'shen'yan 气性肾盂肾炎
'qi'xing'zhi 鳍型肢
'qi'yan 脐炎
'qi'ye'gan 七叶苷
'qi'ye'gan'pei'ji 七叶苷配基
'qi'ye'gan'yuan 七叶苷原
'qi'ye'ling 七叶灵
'qi'ye'ting 七叶亭
'qi'yi'zhong'dong'wu 栖蚁塚动物
'qi'you'shao'shang 汽油烧伤
'qi'yuan 碛原
'qi'yuan'xing 七原型
'qi'yuan'zhong'xin'shuo 起源中心说
'qi'zai'wu'ran 气载污染
'qi'zhe 鳍褶
'qi'zhen'chuang 气枕床
'qi'zhong 气肿
'qi'zhong'xing'dan'nang'yan 气肿性胆囊炎
'qi'zhou'feng'wo'zhi'yan 脐周蜂窝织炎
'qi'zhou'gu 鳍轴骨
'qi'zhuang'zhi 鳍状肢
'qi'zu 鳍足
'qia'chi'gong 髂耻弓
'qia'dong'mai'hou'shu'niao'guan 髂动脉后输尿管
'qia'gu 髂骨
'qia'gu'zhi'mi'xing'gu'yan 髂骨致密性骨炎
'qia'jing'mai 髂静脉
'qia'wo'nong'zhong 髂窝脓肿
'qia'yao'ji 髂腰肌
'qia'zong'jing'mai 髂总静脉
'qian'ao 前凹
'qian'ao 浅凹
'qian'ao'zhui 前凹椎
'qian'ban'ti 前半体
'qian'bao'zi 前孢子
'qian'bei'zhe'yuan 前背折缘
'qian'bei'zi'zhi'wu 前被子植物
'qian'bi 前鼻
'qian'bi'fen'cha'shu 前臂分叉术
'qian'bi'ji'xing 前臂畸形
'qian'bi'kong 前鼻孔
'qian'bi'you'li'pi'ban 前臂游离皮瓣
'qian'bi'zhuang'shi'zhen 钱币状湿疹
'qian'bi'zhuang'yin'xie'bing 钱币状银屑病
'qian'bian'mao 前鞭毛
'qian'bian'tai 前变态
'qian'biao'ji'jian'mo'xi'tong 浅表肌腱膜系统
'qian'biao'kuo'san'xing'hei 浅表扩散性黑
'qian'biao'pi 前表皮
'qian'biao'xing'nong'pao'xing'mao'nang'yan 浅表性脓疱性毛囊炎
'qian'biao'xing'pi'fu'zhi'fang'liu'zhi 浅表性皮肤脂肪瘤痣
'qian'bin 前滨
'qian'bu'ti'yin'zi 前补体因子
'qian'bu'zhen'jun'bing 浅部真菌病
'qian'ce'pian 前侧片
'qian'ce'zhu 前侧柱
'qian'ceng'ta'jian 千层塔碱
'qian'cha'feng'he 嵌插缝合
'qian'cha'gu 前叉骨
'qian'chang 前肠
'qian'cheng'hong'xue'xi'bao 前成红血细胞
'qian'cheng'shu'fen'lie 前成熟分裂
'qian'chi'gu 前耻骨
'qian'chi'qian'yuan 前翅前缘
'qian'chi'zhi 前齿质
'qian'chu'jiao 前触角
'qian'chuan'zhuang 钱串状
'qian'chun 前唇
'qian'chun'ji 前唇基
'qian'dan'he 前单核
'qian'dan'he'bai'xi'bao 前单核白细胞
'qian'dao'dan'bai 前导蛋白
'qian'dao'fan'ying'wu 前导反应物
'qian'dao'li'zi 前导离子
'qian'dao'lian 前导链
'qian'dao'qu 前导区
'qian'dao'tai 前导肽
'qian'dao'xu'lie 前导序列
'qian'di'xing'dong'wu 潜底性动物
'qian'ding'ji 前顶极
'qian'ding'ji'zhi'wu'qun'luo 前顶极植物群落
'qian'du'su 前毒素
'qian'du'xing'kou'yan 铅毒性口炎
'qian'duan'xi'bao 前端细胞
'qian'dun'bao'jing 嵌顿包茎
'qian'dun'pian 前盾片
'qian'dun'xing'shan 嵌顿性疝
'qian'dun'zhi 嵌顿痔
'qian'e'chu'zhou'shu 前额除皱术
'qian'e'gu 前额骨
'qian'e'lin 前额鳞
'qian'er'du'shao'shang 浅二度烧伤
'qian'er'gu 前耳骨
'qian'er'nai 嵌二萘
'qian'fan'ying 浅反应
'qian'fen'hua'qi 前分化期
'qian'fu 前腹
'qian'fu'bing'du 潜伏病毒
'qian'fu'bu 前腹部
'qian'fu'de'bian'yi'xing 潜伏的变异性
'qian'fu'jing'mai 前腹静脉
'qian'fu'mei'du 潜伏梅毒
'qian'fu'pian 前腹片
'qian'fu'shi'jun'ti 潜伏噬菌体
'qian'fu'xing'bing'du 潜伏型病毒
'qian'fu'xing'gan'ran 潜伏性感染
'qian'fu'ya 潜伏芽
'qian'fu'ying'xiang 前父影响
'qian'gai'hua'zai'chun 前钙化甾醇
'qian'gai'lv 前概率
'qian'gan'jian'zhi 前肝间质
'qian'gao 前睾
'qian'gen 前根
'qian'gong'fan'zhang 前弓反张
'qian'gong'qu 前弓区
'qian'gou'ya 前沟牙
'qian'gu'zhi 前骨质
'qian'han 潜函
'qian'he 前颌
'qian'he 前核
'qian'he 嵌合
'qian'he'chi 前颌齿
'qian'he'ji'yin 嵌合基因
'qian'he'kang'ti 嵌合抗体
'qian'he'mei 嵌合酶
'qian'he'mei'su 嵌合霉素
'qian'he'tang'ti'ke'li 前核糖体颗粒
'qian'he'ti 嵌合体
'qian'he'xian'xiang 嵌合现象
'qian'he'zai'ti 嵌合载体
'qian'he'zhi'li 嵌合质粒
'qian'hei'su'ti 前黑素体
'qian'hou'chang 前后肠
'qian'hou'dui'zhe 前后对折
'qian'huan'zhui 前寰椎
'qian'ji'huo'wu 前激活物
'qian'ji'su'yuan 前激素原
'qian'ji'tai'shi'fang'mei 前激肽释放酶
'qian'jia 嵌甲
'qian'jia'su'su 前加速素
'qian'jian'du'jian 前箭毒碱
'qian'jian'shu 前减数
'qian'jiang'mo 前浆膜
'qian'jiao'tong'dong'mai'dong'mai'liu 前交通动脉动脉瘤
'qian'jiao'yuan 前胶原
'qian'jiao'yuan'tai'mei 前胶原肽酶
'qian'jin'hua 前进化
'qian'jin'teng'bi'si'jian 千金藤比斯碱
'qian'jin'teng'jian 千金藤碱
'qian'jin'xing'jin'hua 前进性进化
'qian'jing'jie 前胫节
'qian'jing'mai'yan 浅静脉炎
'qian'jing'tu 前胫突
'qian'jiu'chi 前臼齿
'qian'jiu'chi'de'ya'jian 前臼齿的牙尖
'qian'ke 前颏
'qian'ke 前髁
'qian'li'gu 前犁骨
'qian'li'guang'ning'jian 千里光宁碱
'qian'lian'hui 前联会
'qian'lie'huan'su 前列环素
'qian'lie'pian 浅裂片
'qian'lie'xian'ai 前列腺癌
'qian'lie'xian'ai'rou'liu 前列腺癌肉瘤
'qian'lie'xian'bing 前列腺病
'qian'lie'xian'dan'bai 前列腺蛋白
'qian'lie'xian'guan'nei'xian'ai 前列腺管内腺癌
'qian'lie'xian'jie'he 前列腺结核
'qian'lie'xian'jie'shi 前列腺结石
'qian'lie'xian'jing'mai'cong 前列腺静脉丛
'qian'lie'xian'jing'nang'bao'chong'bing 前列腺精囊包虫病
'qian'lie'xian'leng'dong'shu 前列腺冷冻术
'qian'lie'xian'lin'ba'rou'liu 前列腺淋巴肉瘤
'qian'lie'xian'mei'du 前列腺梅毒
'qian'lie'xian'nang 前列腺囊
'qian'lie'xian'nang'zhong 前列腺囊肿
'qian'lie'xian'nong'zhong 前列腺脓肿
'qian'lie'xian'qie'chu'shu 前列腺切除术
'qian'lie'xian'rou'liu 前列腺肉瘤
'qian'lie'xian'su 前列腺素
'qian'lie'xian'sun'shang 前列腺损伤
'qian'lie'xian'tong'zheng 前列腺痛症
'qian'lie'xian'wan'suan 前列腺烷酸
'qian'lie'xian'xian'ai 前列腺腺癌
'qian'lie'xian'xian'liu 前列腺腺瘤
'qian'lie'xian'ye'yi 前列腺液溢
'qian'lie'xian'yi'hang'xi'bao'ai 前列腺移行细胞癌
'qian'lie'xian'zeng'sheng 前列腺增生
'qian'lie'xian'zhong'liu 前列腺肿瘤
'qian'lie'xian'zhou'yan 前列腺周炎
'qian'lie'xian'zi'gong'nei'mo'yang'ai 前列腺子宫内膜样癌
'qian'lu'wo'di 前颅窝底
'qian'luo'zi'zhi'wu 前裸子植物
'qian'ma'wa'jian'du'su 前玛瓦箭毒素
'qian'mai'pian 前脉片
'qian'mao'hu'jun 前毛壶菌
'qian'mao'lun'you'chong 前毛轮幼虫
'qian'mao'xi'xue'guan 前毛细血管
'qian'mei'yuan 前酶原
'qian'mei'yuan'li 前酶原粒
'qian'mo'ya 前磨牙
'qian'mu'zhi 前拇指
'qian'mu'zhi 前母趾
'qian'nang'bao 前囊胞
'qian'nao'qiang 前脑腔
'qian'nei'ji 前内脊
'qian'niao'dao'ban'mo 前尿道瓣膜
'qian'nie'ye'qie'chu'shu 前颞叶切除术
'qian'ning'xue'mei 前凝血酶
'qian'pan'fa'jiao'guo'cheng 浅盘发酵过程
'qian'pian'ceng'ti 前片层体
'qian'qi 前鳍
'qian'qi'bai'ban 前期白斑
'qian'qi'dan'lun'you'chong 前期担轮幼虫
'qian'qi'men'shi 前气门式
'qian'qi'ruan'gu 前鳍软骨
'qian'qi'shi'fu'he'ti 前起始复合体
'qian'qi'shou'suo 前期收缩
'qian'qi'shui'zao'you'chong 前期水蚤幼虫
'qian'qi'wu'zhi 前期物质
'qian'qi'ya'ben'zhi 前期牙本质
'qian'qi'zai'chong'fu 前期再重复
'qian'qi'zi'yu 前期仔鱼
